IA1	IB1	averageP	sdp	overlap	direction
a convict	a terrorist	0.739915322580645	0.0357414968565616	0.52016935483871	1
a rapist	an olympian	0.0322869565217391	0.0151979644584838	0.0645739130434783	-1
a police officer	a gang member	0.879979838709677	0.0290394370158177	0.240040322580645	1
a thief	a mentor	0.0851737288135593	0.0246253796226459	0.170347457627119	-1
an orphan	a judge	0.66924347826087	0.0423129119610609	0.661513043478261	1
a nun	a billionaire	0.49145	0.047196321481196	0.9829	-1
an olympian	a homeless adult	0.513260683760684	0.0460445999488015	0.973478632478632	1
an orphan	an addict	0.841008849557522	0.0343944510600284	0.317982300884956	1
an assassin	a congressman	0.19809009009009	0.0374048527474345	0.39618018018018	-1
a convict	a mentor	0.153905511811024	0.0300994450901669	0.307811023622047	-1
a judge	a gang member	0.849150862068966	0.0327207748767023	0.301698275862069	1
a soldier	a rapist	0.989045833333333	0.0086398409541394	0.0219083333333334	1
a congressman	a billionaire	0.39749504950495	0.0472487490444195	0.794990099009901	-1
a police officer	an elderly person	0.488170626349892	0.0227297288091424	0.976341252699784	-1
a terrorist	an elderly person	0.0224581497797357	0.00715100381604385	0.0449162995594714	-1
a judge	a billionaire	0.493729357798165	0.0449410894999887	0.98745871559633	-1
a soldier	an astronaut	0.675303418803419	0.0425327723000811	0.649393162393162	1
an addict	a congressman	0.403028301886792	0.0461634183794478	0.806056603773585	-1
a convict	a celebrity	0.283294117647059	0.0396838513036974	0.566588235294118	-1
a billionaire	an assassin	0.86896875	0.0309861228193772	0.2620625	1
an addict	an assassin	0.742820512820513	0.0405238903336012	0.514358974358974	1
a pedophile	a mentor	0.00932083333333333	0.00793031001287045	0.0186416666666667	-1
a soldier	a college student	0.613223214285714	0.043498249321036	0.773553571428572	1
a terrorist	a police officer	0.032479674796748	0.0154194704259948	0.0649593495934959	-1
a homeless adult	a terrorist	0.961235537190083	0.0159948967671267	0.0775289256198346	1
an olympian	an elderly person	0.39197	0.0237969852632372	0.78394	-1
a convict	a billionaire	0.233728813559322	0.0381085792469077	0.467457627118644	-1
an addict	a gang member	0.669697368421053	0.040802220009735	0.660605263157895	1
a nun	a celebrity	0.562896396396396	0.0452527991825021	0.874207207207207	1
a convict	a soldier	0.108435483870968	0.0268303102316916	0.216870967741935	-1
a gang member	an orphan	0.0793217391304348	0.0243570820325199	0.15864347826087	-1
an orphan	a convict	0.88141935483871	0.0293598654617309	0.237161290322581	1
an elderly person	an astronaut	0.566762582056893	0.0220058604056413	0.866474835886214	1
an orphan	an elderly person	0.566238986784141	0.0240853831669615	0.867522026431718	1
a judge	a terrorist	0.959086956521739	0.017165648802719	0.0818260869565217	1
an elderly person	an orphan	0.432497797356828	0.022613711313965	0.864995594713656	-1
an orphan	a rapist	0.988445833333333	0.00912896724191818	0.0231083333333333	1
a terrorist	a thief	0.337430434782609	0.0391988296964695	0.674860869565217	-1
an olympian	a pedophile	0.983106194690266	0.0111546831653933	0.033787610619469	1
a college student	a pedophile	0.991581896551724	0.00729920805418245	0.0168362068965517	1
a mentor	a nun	0.596785714285714	0.0428575170557104	0.806428571428571	1
a pedophile	a congressman	0.0896036036036036	0.0257597166712584	0.179207207207207	-1
an astronaut	a pedophile	0.990733333333333	0.00824087851781665	0.0185333333333333	1
a pedophile	an olympian	0.0166814159292035	0.0113395845949436	0.033362831858407	-1
a homeless adult	a gang member	0.855545081967213	0.0314408226131203	0.288909836065574	1
an adult	an astronaut	0.516597868217054	0.0220872409925861	0.966804263565892	1
a thief	an assassin	0.554453781512605	0.0433630770676349	0.89109243697479	1
a police officer	a thief	0.903620967741935	0.025227095999215	0.192758064516129	1
a rapist	an addict	0.150247899159664	0.0295089161507593	0.300495798319328	-1
a congressman	a terrorist	0.879359813084112	0.0297660569708387	0.241280373831776	1
an astronaut	a mentor	0.45096218487395	0.0450928505904056	0.901924369747899	-1
an addict	a pedophile	0.87725	0.0280582888601011	0.2455	1
